,review,predictedvalue
554,"
            I am in love with this climbers :) they�re so beautiful, well made and delicate�thank you so much!
        ",1.0
555,"
            First time trying these types of earrings and I like them a lot.   Very creative and cute.   Thank you!
        ",1.0
556,"
            I love these! I've always had issues with small earrings looking like they've disappeared in my ear lobe because of the shape, but these don't! They're super simple for everyday wear, but you can also use them for something a little fancier!
        ",1.0
557,"
            I love this earrings very much, it shipped on time; the seller is great and I definitely purchase more items from her.
        ",1.0
558,"
            Beautiful, I like them lots, they are so dainty, even better than the picture.
Personalized box and fast shipping!
        ",1.0
559,"
            Beautiful set of earrings, you can wear it as a single stud or a jacket! I love the adjustable aspect of the jacket as well! Love it!
        ",1.0
560,"
            Gave these feather gold earrings as a gift to the bride to wear on her wedding day. She loved them and looked stunning. They are beautiful, and exactly as described.
        ",1.0
561,"
            These bracelets were exactly as pictured, dainty, and super cute!! I purchased them as thank you gifts and they fit all of my friends perfectly (I bought 3) and we all have teeny wrists. The colors were pretty and the bracelet feels sturdy. Shipping and working with the shop owner was easy and the packaging was adorable! Will definitely shop here again!! (I'm repeating my reviews for all 3 bracelets)
        ",1.0
562,"
            These bracelets were exactly as pictured, dainty, and super cute!! I purchased them as thank you gifts and they fit all of my friends perfectly (I bought 3) and we all have teeny wrists. The colors were pretty and the bracelet feels sturdy. Shipping and working with the shop owner was easy and the packaging was adorable! Will definitely shop here again!! (I'm repeating my reviews for all 3 bracelets)
        ",1.0
563,"
            These were PERFECT for my wedding day! Love love love!!!
        ",1.0
564,"
            These are exactly as pictured and turned out perfect! I plan on wearing these for my wedding in September and they are the perfect size and sparkle. I love the cluster and jacket style of this earring. I found a lot of others I liked on Etsy, but all of them were too big, too ornate, and would take away from the rest of me. These, are gorgeous!! I am so excited to wear these on my wedding day. Thank you!
        ",1.0
565,"
            I love these earrings! I will say that shipping was exceptionally slow, with no tracking info shared, and the seller could have been more responsive. That said, the product was worth it!!

**EDIT, these have become my favorite jewelry I�ve ever owned and have held up extremely well with being slept in and worn constantly. So worth it!!!
        ",1.0
566,"
            I am in love with these earrings. They also have an adjustable post (on the dangling piece) to accommodate short or long earlobes - so thoughtful! I also received a small gift in addition to the order. These are handmade pieces, so expect some time for your delivery, but it was worth the wait! <3
        ",1.0
567,"
            These earring are absolutely PERFECT , I�ve had other climbers that constantly fall off the ear but these stay right where you put them- so beautiful and exactly what I was expecting! Highly recommend this shop- I will be buying more from here! (Also received a promo code simply for shopping for my next purchase)
        ",1.0
568,"
            Love the delicacy of this climber.  My daughter wanted ear cuff climbers for Christmas; her look of delight when she realized these were waves told me we made the perfect selection.
        ",1.0
569,"
            I love these earings. They are really well made, everything was on time and i will definetly buy more beautiful items from this shop. Sharing love and pretty things. Thank you!
        ",1.0
570,"
            I get so many compliments!  I love
These!
        ",1.0
571,"
            Really gorgeous quality earrings! They came in lovely packaging and it's clear they are really good quality. There were some delays with the delivery and I was offered a discount on the earrings which was really generous and kind. I would definitely buy from this supplier again as the quality is so good for the low price!
        ",1.0
572,"
            I love these hoops! I love the size and the suttleness.
        ",1.0
573,"
            Obsessed with my new piece, it�s exactly what I was looking for! Looks absolutely gorgeous and came in adorable packaging. Shipping was long but I�m guessing it�s because it came internationally, but 100% worth the wait!
        ",1.0
574,"
            I love this so much the hood was a little to big it was my misordering so I ordered another one in the correct hood size that I need because I have this so much
        ",1.0
575,"
            I�ve been buying from here for the past few months since I�ve been able to switch up my jewelry. Very high quality, does not cause any tightness or discomfort. 

One thing I will say though, when I get the gold, it does fade a little over time into silver. It doesn�t take away from the quality of the piercing I�m assuming it�s because I still clean my piercing often. 

The titanium and silver for sure are the absolute best!

The gems are beautiful and I love the eccentric designs they have.
        ",1.0
576,"
            I am just in love with this piece , I chose to put it in my daith and it's so flattering and fills the space perfectly .  I love the uniqueness of it !
        ",1.0
577,"
            Beautiful earrings. The climbers have a long back piece that is more narrow at the base than at the top. I think it is designed this way to help secure them in place but my lobe is slightly big for the narrow part. It doesn't cause much of an issue just every so often they pop out of place a bit. They took a bit of adjusting to see how they fit best on my lobe. Otherwise they look and feel great! I have been admiring these for a while so I was happy to finally take the plunge and be satisfied with my purchase :-)
        ",1.0
